,SPRADDR_ZIP_PR,SEMESTER,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
17510,AZ,Fall 2019,University of Hawai`i at Manoa,1,2019
17511,TX,Fall 2019,University of Hawai`i at Manoa,1,2019
17512,HI,Fall 2019,University of Hawai`i at Manoa,12,2019
17514,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17515,HI,Fall 2019,University of Hawai`i at Manoa,5,2019
17516,HI,Fall 2019,University of Hawai`i at Manoa,5,2019
17518,VT,Fall 2019,University of Hawai`i at Manoa,1,2019
17519,HI,Fall 2019,University of Hawai`i at Manoa,5,2019
17520,WA,Fall 2019,University of Hawai`i at Manoa,2,2019
17521,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17522,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17523,CA,Fall 2019,University of Hawai`i at Manoa,3,2019
17524,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17525,CA,Fall 2019,University of Hawai`i at Manoa,5,2019
17526,CA,Fall 2019,University of Hawai`i at Manoa,3,2019
17527,FL,Fall 2019,University of Hawai`i at Manoa,1,2019
17528,OR,Fall 2019,University of Hawai`i at Manoa,2,2019
17529,NJ,Fall 2019,University of Hawai`i at Manoa,1,2019
17530,MA,Fall 2019,University of Hawai`i at Manoa,1,2019
17531,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17532,MA,Fall 2019,University of Hawai`i at Manoa,1,2019
17533,HI,Fall 2019,University of Hawai`i at Manoa,4,2019
17534,HI,Fall 2019,University of Hawai`i at Manoa,3,2019
17535,VT,Fall 2019,University of Hawai`i at Manoa,1,2019
17536,NH,Fall 2019,University of Hawai`i at Manoa,1,2019
17537,HI,Fall 2019,University of Hawai`i at Manoa,9,2019
17538,TX,Fall 2019,University of Hawai`i at Manoa,1,2019
17539,HI,Fall 2019,University of Hawai`i at Manoa,4,2019
17540,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17541,WA,Fall 2019,University of Hawai`i at Manoa,3,2019
17542,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17543,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17544,CA,Fall 2019,University of Hawai`i at Manoa,2,2019
17545,NJ,Fall 2019,University of Hawai`i at Manoa,1,2019
17546,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17547,GA,Fall 2019,University of Hawai`i at Manoa,1,2019
17548,CA,Fall 2019,University of Hawai`i at Manoa,2,2019
17549,AZ,Fall 2019,University of Hawai`i at Manoa,1,2019
17550,SC,Fall 2019,University of Hawai`i at Manoa,1,2019
17551,MO,Fall 2019,University of Hawai`i at Manoa,1,2019
17552,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17553,TX,Fall 2019,University of Hawai`i at Manoa,1,2019
17554,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17555,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17556,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17557,OR,Fall 2019,University of Hawai`i at Manoa,1,2019
17558,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17559,CO,Fall 2019,University of Hawai`i at Manoa,5,2019
17560,HI,Fall 2019,University of Hawai`i at Manoa,3,2019
17561,AK,Fall 2019,University of Hawai`i at Manoa,1,2019
17562,VA,Fall 2019,University of Hawai`i at Manoa,1,2019
17563,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17564,OK,Fall 2019,University of Hawai`i at Manoa,1,2019
17565,NV,Fall 2019,University of Hawai`i at Manoa,1,2019
17566,nan,Fall 2019,University of Hawai`i at Manoa,1,2019
17567,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17568,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17569,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17570,CO,Fall 2019,University of Hawai`i at Manoa,2,2019
17571,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17572,HI,Fall 2019,University of Hawai`i at Manoa,4,2019
17573,HI,Fall 2019,University of Hawai`i at Manoa,3,2019
17574,HI,Fall 2019,University of Hawai`i at Manoa,3,2019
17575,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17576,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17577,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17578,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17579,HI,Fall 2019,University of Hawai`i at Manoa,8,2019
17580,MA,Fall 2019,University of Hawai`i at Manoa,1,2019
17581,NV,Fall 2019,University of Hawai`i at Manoa,1,2019
17582,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17583,CO,Fall 2019,University of Hawai`i at Manoa,1,2019
17584,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17585,AK,Fall 2019,University of Hawai`i at Manoa,1,2019
17586,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17587,NV,Fall 2019,University of Hawai`i at Manoa,1,2019
17588,NY,Fall 2019,University of Hawai`i at Manoa,2,2019
17589,PA,Fall 2019,University of Hawai`i at Manoa,1,2019
17590,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17591,CA,Fall 2019,University of Hawai`i at Manoa,2,2019
17592,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17593,SD,Fall 2019,University of Hawai`i at Manoa,1,2019
17594,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17595,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17596,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17597,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17598,CO,Fall 2019,University of Hawai`i at Manoa,1,2019
17599,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17600,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17601,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17602,IN,Fall 2019,University of Hawai`i at Manoa,1,2019
17604,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17605,OK,Fall 2019,University of Hawai`i at Manoa,1,2019
17606,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17607,TX,Fall 2019,University of Hawai`i at Manoa,1,2019
17608,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17609,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17610,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17611,MA,Fall 2019,University of Hawai`i at Manoa,2,2019
17612,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17613,HI,Fall 2019,University of Hawai`i at Manoa,5,2019
17614,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17615,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17616,IL,Fall 2019,University of Hawai`i at Manoa,1,2019
17617,NJ,Fall 2019,University of Hawai`i at Manoa,1,2019
17618,NC,Fall 2019,University of Hawai`i at Manoa,1,2019
17619,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17620,ID,Fall 2019,University of Hawai`i at Manoa,1,2019
17621,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17622,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17623,CO,Fall 2019,University of Hawai`i at Manoa,2,2019
17624,MT,Fall 2019,University of Hawai`i at Manoa,2,2019
17625,CA,Fall 2019,University of Hawai`i at Manoa,2,2019
17626,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17627,nan,Fall 2019,University of Hawai`i at Manoa,1,2019
17628,CA,Fall 2019,University of Hawai`i at Manoa,2,2019
17629,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17630,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17631,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17632,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17633,PA,Fall 2019,University of Hawai`i at Manoa,1,2019
17634,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17635,AK,Fall 2019,University of Hawai`i at Manoa,1,2019
17636,AZ,Fall 2019,University of Hawai`i at Manoa,1,2019
17637,WA,Fall 2019,University of Hawai`i at Manoa,2,2019
17638,HI,Fall 2019,University of Hawai`i at Manoa,3,2019
17639,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17640,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17641,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17642,PA,Fall 2019,University of Hawai`i at Manoa,1,2019
17643,MT,Fall 2019,University of Hawai`i at Manoa,1,2019
17644,CA,Fall 2019,University of Hawai`i at Manoa,2,2019
17645,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17646,HI,Fall 2019,University of Hawai`i at Manoa,4,2019
17647,CA,Fall 2019,University of Hawai`i at Manoa,2,2019
17648,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17649,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17650,FL,Fall 2019,University of Hawai`i at Manoa,1,2019
17651,SD,Fall 2019,University of Hawai`i at Manoa,1,2019
17652,OR,Fall 2019,University of Hawai`i at Manoa,1,2019
17653,CA,Fall 2019,University of Hawai`i at Manoa,2,2019
17654,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17655,WY,Fall 2019,University of Hawai`i at Manoa,1,2019
17656,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17657,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17658,NY,Fall 2019,University of Hawai`i at Manoa,1,2019
17659,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17660,AK,Fall 2019,University of Hawai`i at Manoa,1,2019
17661,NY,Fall 2019,University of Hawai`i at Manoa,1,2019
17662,VA,Fall 2019,University of Hawai`i at Manoa,1,2019
17663,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17664,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17665,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17666,OR,Fall 2019,University of Hawai`i at Manoa,1,2019
17667,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17668,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17669,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17670,AZ,Fall 2019,University of Hawai`i at Manoa,1,2019
17671,CA,Fall 2019,University of Hawai`i at Manoa,2,2019
17672,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17673,IL,Fall 2019,University of Hawai`i at Manoa,1,2019
17674,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17675,IL,Fall 2019,University of Hawai`i at Manoa,1,2019
17676,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17677,ID,Fall 2019,University of Hawai`i at Manoa,1,2019
17678,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17679,MD,Fall 2019,University of Hawai`i at Manoa,1,2019
17680,AK,Fall 2019,University of Hawai`i at Manoa,1,2019
17681,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17682,TX,Fall 2019,University of Hawai`i at Manoa,1,2019
17683,MN,Fall 2019,University of Hawai`i at Manoa,1,2019
17684,MA,Fall 2019,University of Hawai`i at Manoa,1,2019
17685,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17686,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17687,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17688,CO,Fall 2019,University of Hawai`i at Manoa,1,2019
17689,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17690,OR,Fall 2019,University of Hawai`i at Manoa,1,2019
17691,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17692,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17693,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17694,CO,Fall 2019,University of Hawai`i at Manoa,1,2019
17695,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17696,AZ,Fall 2019,University of Hawai`i at Manoa,1,2019
17697,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17698,TX,Fall 2019,University of Hawai`i at Manoa,1,2019
17699,CO,Fall 2019,University of Hawai`i at Manoa,1,2019
17700,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17701,FL,Fall 2019,University of Hawai`i at Manoa,1,2019
17702,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17703,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17704,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17705,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17706,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17707,HI,Fall 2019,University of Hawai`i at Manoa,4,2019
17708,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17709,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17710,nan,Fall 2019,University of Hawai`i at Manoa,1,2019
17711,NV,Fall 2019,University of Hawai`i at Manoa,1,2019
17712,CO,Fall 2019,University of Hawai`i at Manoa,1,2019
17713,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17715,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17716,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17717,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17718,WA,Fall 2019,University of Hawai`i at Manoa,3,2019
17719,IL,Fall 2019,University of Hawai`i at Manoa,1,2019
17720,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17721,KS,Fall 2019,University of Hawai`i at Manoa,1,2019
17723,TN,Fall 2019,University of Hawai`i at Manoa,1,2019
17724,LA,Fall 2019,University of Hawai`i at Manoa,1,2019
17725,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17726,ID,Fall 2019,University of Hawai`i at Manoa,3,2019
17727,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17728,NJ,Fall 2019,University of Hawai`i at Manoa,1,2019
17729,CO,Fall 2019,University of Hawai`i at Manoa,1,2019
17730,VA,Fall 2019,University of Hawai`i at Manoa,1,2019
17731,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17732,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17733,FL,Fall 2019,University of Hawai`i at Manoa,1,2019
17734,MO,Fall 2019,University of Hawai`i at Manoa,1,2019
17735,AL,Fall 2019,University of Hawai`i at Manoa,1,2019
17736,MT,Fall 2019,University of Hawai`i at Manoa,1,2019
17737,NJ,Fall 2019,University of Hawai`i at Manoa,1,2019
17738,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17739,FL,Fall 2019,University of Hawai`i at Manoa,1,2019
17740,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17741,VA,Fall 2019,University of Hawai`i at Manoa,1,2019
17742,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17743,OR,Fall 2019,University of Hawai`i at Manoa,1,2019
17744,GA,Fall 2019,University of Hawai`i at Manoa,1,2019
17745,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17746,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17747,WV,Fall 2019,University of Hawai`i at Manoa,1,2019
17748,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17749,MN,Fall 2019,University of Hawai`i at Manoa,1,2019
17750,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17751,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17752,ID,Fall 2019,University of Hawai`i at Manoa,1,2019
17753,MT,Fall 2019,University of Hawai`i at Manoa,1,2019
17754,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17755,AZ,Fall 2019,University of Hawai`i at Manoa,2,2019
17756,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17757,MD,Fall 2019,University of Hawai`i at Manoa,1,2019
17758,PA,Fall 2019,University of Hawai`i at Manoa,1,2019
17759,AZ,Fall 2019,University of Hawai`i at Manoa,2,2019
17760,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17761,TX,Fall 2019,University of Hawai`i at Manoa,1,2019
17762,CO,Fall 2019,University of Hawai`i at Manoa,1,2019
17763,NY,Fall 2019,University of Hawai`i at Manoa,1,2019
17764,CA,Fall 2019,University of Hawai`i at Manoa,2,2019
17765,VA,Fall 2019,University of Hawai`i at Manoa,1,2019
17766,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17767,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17768,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17769,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17770,TX,Fall 2019,University of Hawai`i at Manoa,1,2019
17771,WI,Fall 2019,University of Hawai`i at Manoa,1,2019
17772,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17773,NM,Fall 2019,University of Hawai`i at Manoa,1,2019
17774,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17775,VA,Fall 2019,University of Hawai`i at Manoa,1,2019
17776,CO,Fall 2019,University of Hawai`i at Manoa,1,2019
17777,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17778,TX,Fall 2019,University of Hawai`i at Manoa,1,2019
17779,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17780,VA,Fall 2019,University of Hawai`i at Manoa,1,2019
17781,NY,Fall 2019,University of Hawai`i at Manoa,1,2019
17782,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17783,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17784,OR,Fall 2019,University of Hawai`i at Manoa,1,2019
17785,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17786,CT,Fall 2019,University of Hawai`i at Manoa,1,2019
17787,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17788,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17789,AK,Fall 2019,University of Hawai`i at Manoa,1,2019
17790,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17791,TX,Fall 2019,University of Hawai`i at Manoa,1,2019
17792,WA,Fall 2019,University of Hawai`i at Manoa,1,2019
17793,IN,Fall 2019,University of Hawai`i at Manoa,1,2019
17794,SD,Fall 2019,University of Hawai`i at Manoa,1,2019
17795,HI,Fall 2019,University of Hawai`i at Manoa,2,2019
17796,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17797,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17798,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17799,VA,Fall 2019,University of Hawai`i at Manoa,1,2019
17800,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17801,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17802,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17803,MI,Fall 2019,University of Hawai`i at Manoa,1,2019
17804,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17805,ME,Fall 2019,University of Hawai`i at Manoa,1,2019
17806,CO,Fall 2019,University of Hawai`i at Manoa,1,2019
17807,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17808,HI,Fall 2019,University of Hawai`i at Manoa,1,2019
17809,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17810,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17811,OK,Fall 2019,University of Hawai`i at Manoa,1,2019
17812,NV,Fall 2019,University of Hawai`i at Manoa,1,2019
17813,UT,Fall 2019,University of Hawai`i at Manoa,1,2019
17815,UT,Fall 2019,University of Hawai`i at Manoa,1,2019
17816,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17817,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17818,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17819,CA,Fall 2019,University of Hawai`i at Manoa,1,2019
17820,nan,Fall 2019,University of Hawai`i at Manoa,1,2019
17821,FL,Fall 2014,University of Hawai`i at Manoa,1,2014
17822,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
17823,HI,Fall 2014,University of Hawai`i at Manoa,102,2014
17824,HI,Fall 2014,University of Hawai`i at Manoa,3,2014
17825,VA,Fall 2014,University of Hawai`i at Manoa,1,2014
17826,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
17827,ID,Fall 2014,University of Hawai`i at Manoa,1,2014
17828,HI,Fall 2014,University of Hawai`i at Manoa,28,2014
17829,TX,Fall 2014,University of Hawai`i at Manoa,1,2014
17830,HI,Fall 2014,University of Hawai`i at Manoa,18,2014
17831,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
17832,HI,Fall 2014,University of Hawai`i at Manoa,7,2014
17833,CA,Fall 2014,University of Hawai`i at Manoa,2,2014
17834,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
17835,MH,Fall 2014,University of Hawai`i at Manoa,1,2014
17836,HI,Fall 2014,University of Hawai`i at Manoa,66,2014
17837,TX,Fall 2014,University of Hawai`i at Manoa,1,2014
17838,HI,Fall 2014,University of Hawai`i at Manoa,64,2014
17839,HI,Fall 2014,University of Hawai`i at Manoa,107,2014
17840,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
17841,HI,Fall 2014,University of Hawai`i at Manoa,30,2014
17842,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
17843,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
17844,HI,Fall 2014,University of Hawai`i at Manoa,36,2014
17845,HI,Fall 2014,University of Hawai`i at Manoa,15,2014
17846,HI,Fall 2014,University of Hawai`i at Manoa,116,2014
17847,HI,Fall 2014,University of Hawai`i at Manoa,60,2014
17848,HI,Fall 2014,University of Hawai`i at Manoa,21,2014
17849,HI,Fall 2014,University of Hawai`i at Manoa,15,2014
17850,HI,Fall 2014,University of Hawai`i at Manoa,1,2014
17851,HI,Fall 2014,University of Hawai`i at Manoa,26,2014
17852,CO,Fall 2014,University of Hawai`i at Manoa,1,2014
17853,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
17854,HI,Fall 2014,University of Hawai`i at Manoa,37,2014
17855,HI,Fall 2014,University of Hawai`i at Manoa,56,2014
17856,WA,Fall 2014,University of Hawai`i at Manoa,1,2014
17857,CO,Fall 2014,University of Hawai`i at Manoa,3,2014
17858,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
17859,CA,Fall 2014,University of Hawai`i at Manoa,2,2014
17860,HI,Fall 2014,University of Hawai`i at Manoa,52,2014
17861,HI,Fall 2014,University of Hawai`i at Manoa,67,2014
17862,CA,Fall 2014,University of Hawai`i at Manoa,2,2014
17863,NE,Fall 2014,University of Hawai`i at Manoa,1,2014
17864,HI,Fall 2014,University of Hawai`i at Manoa,1,2014
17865,HI,Fall 2014,University of Hawai`i at Manoa,99,2014
17866,HI,Fall 2014,University of Hawai`i at Manoa,91,2014
17867,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
17868,VT,Fall 2014,University of Hawai`i at Manoa,1,2014
17869,CA,Fall 2014,University of Hawai`i at Manoa,3,2014
